x,y,date_single
-99.08517,19.50135,2019-04-11
-99.08517,19.50135,2019-04-11
-99.1427,19.43409,2019-04-12
-99.1667,19.40616,2019-03-04
-99.05981,19.30844,2019-04-12
-99.17318,19.28933,2019-04-12
-99.12933,19.43762,2019-04-12
-99.11768,19.47103,2019-04-12
-99.11768,19.47103,2019-04-12
-99.15209,19.43277,2019-03-24
-99.03306,19.34883,2019-02-15
-99.1965,19.33584,2019-04-12
-99.26181,19.32674,2019-03-18
-99.07569,19.3181,2018-12-31
-99.07569,19.3181,2018-12-31
-99.14975,19.29678,2019-04-01
-99.13337,19.48746,2019-01-13
-99.12194,19.47246,2019-04-13
-99.07642,19.38466,2019-04-13
-99.17901,19.37334,2019-04-13
-99.20423,19.3898,2019-04-13
-99.00521,19.27036,2019-04-12
-99.21535,19.35285,2019-04-13
-99.12159,19.47304,2019-04-13
-99.09467,19.41936,2019-04-13
-99.08567,19.44052,2019-04-13
-99.08455,19.46483,2019-02-23
-99.10075,19.44044,2019-04-14
-99.15749,19.38504,2019-04-14
-99.05321,19.32776,2019-03-11
-99.14977,19.52482,2019-04-14
-99.19849,19.50026,2019-04-14
-99.11291,19.4136,2019-04-13
-99.16325,19.42261,2019-03-17
-99.05737,19.37136,2019-04-14
-99.13191,19.37518,2019-04-14
-99.15508,19.53085,2019-04-14
-99.0425,19.33222,2019-01-07
-99.0425,19.33222,2019-01-07
-99.2815,19.34173,2019-03-15
-99.1005,19.32626,2019-04-15
-99.09946,19.38802,2019-04-15
-99.04019,19.36336,2018-12-12
-99.02302,19.3494,2019-01-13
-99.21848,19.287,2019-03-09
-99.12189,19.42603,2019-04-15
-99.09933,19.39605,2019-04-01
-99.19795,19.45399,2019-03-19
-99.1549,19.44277,2019-04-14
-99.0849,19.44505,2019-04-14
-99.09451,19.41926,2019-04-14
-99.16202,19.42959,2019-04-15
-99.07808,19.41545,2019-04-12
-99.06126,19.30511,2019-04-10
-99.13596,19.32535,2019-03-19
-99.13596,19.32535,2019-03-19
-99.08901,19.47565,2019-04-10
-99.12062,19.47261,2019-04-15
-99.11799,19.46864,2019-04-11
-99.19373,19.46061,2019-04-15
-99.16404,19.40568,2019-03-19
-99.12325,19.42671,2019-04-15
-99.13662,19.32628,2019-03-21
-99.08697,19.37325,2019-04-12
-99.15137,19.43421,2019-04-02
-99.13518,19.42682,2019-04-14
-99.15767,19.50136,2019-04-15
-99.18021,19.39688,2019-04-13
-99.12821,19.41306,2019-04-14
-99.08857,19.37502,2019-01-07
-99.1318,19.48626,2019-04-15
-99.29171,19.35796,2019-03-29
-99.243,19.38038,2019-03-15
-99.0598,19.37856,2019-04-15
-99.20506,19.34153,2019-03-19
-99.05709,19.41173,2019-04-16
-99.13826,19.29768,2019-03-19
-99.14739,19.37499,2019-03-19
-99.0373,19.38705,2019-04-16
-99.09525,19.43847,2019-04-14
-99.12555,19.29154,2019-04-16
-99.17599,19.31979,2019-04-16
-99.04123,19.2933,2019-04-15
-99.07567,19.34727,2019-01-09
-99.04941,19.33877,2019-01-02
-99.10394,19.42938,2019-04-14
-99.09765,19.50819,2019-04-15
-99.16799,19.41971,2019-04-16
-99.20477,19.50411,2019-04-16
-99.09694,19.33255,2019-03-02
-99.11807,19.26421,2019-04-12
-99.05971,19.30802,2019-04-16
-99.15052,19.36017,2019-04-16
-99.13421,19.42637,2019-04-16
-99.16307,19.28806,2019-03-26
-99.15224,19.29742,2019-04-16
-99.03969,19.34319,2019-04-16
-99.03969,19.34319,2019-04-16
-99.04292,19.3314,2019-04-17
-99.04292,19.3314,2019-04-17
-99.1661,19.42557,2019-04-17
-99.26419,19.32546,2019-04-17
-99.073,19.36688,2019-04-17
-99.26357,19.3669,2019-04-09
-99.26357,19.3669,2019-04-09
-99.20111,19.35102,2019-04-15
-99.19001,19.30267,2019-04-16
-99.05947,19.25568,2019-05-15
-99.05947,19.25568,2019-05-15
-99.1384,19.43163,2019-02-26
-99.1384,19.43163,2019-02-26
-99.09491,19.41931,2019-05-15
-99.14969,19.4057,2019-05-16
-99.14969,19.4057,2019-05-16
-99.15669,19.44673,2019-05-16
-99.19562,19.33811,2019-03-25
-99.05012,19.39292,2019-05-16
-99.17446,19.39555,2019-05-15
-99.18753,19.44326,2019-05-15
-99.1672,19.42616,2019-03-27
-99.1672,19.42616,2019-03-27
-99.16471,19.42448,2019-04-02
-99.16135,19.42939,2019-03-21
-99.16135,19.42939,2019-03-21
-99.21611,19.35298,2019-05-14
-99.11282,19.46267,2019-05-15
-99.19235,19.49571,2019-05-15
,,2019-05-16
-99.14822,19.42242,2019-05-16
-99.20896,19.48424,2019-05-15
-99.18735,19.38892,2019-04-05
-99.18735,19.38892,2019-04-05
-99.18735,19.38892,2019-04-05
-99.06249,19.33155,2019-05-14
-99.14,19.42261,2019-03-06
-99.12373,19.42269,2019-05-16
-99.14024,19.38025,2019-05-10
-99.17029,19.36213,2019-05-09
-99.14335,19.39961,2019-05-15
-99.17057,19.43529,2019-05-06
-99.0061,19.36599,2019-05-16
-99.13989,19.42196,2019-03-02
-99.17273,19.42124,2019-05-15
-99.12203,19.47193,2019-05-16
-99.17801,19.41527,2019-05-16
-99.19496,19.405,2019-05-14
-99.19496,19.405,2019-05-14
-99.07534,19.32417,2019-05-16
-99.27402,19.36283,2019-05-16
-99.07439,19.34952,2019-05-16
-99.19652,19.43176,2019-05-15
-99.13735,19.29837,2019-05-16
-99.15316,19.44631,2019-05-16
-99.06437,19.33875,2019-05-16
-99.06437,19.33875,2019-05-16
-99.01209,19.37039,2019-05-07
-99.16468,19.44894,2019-04-29
-99.1264,19.28342,2019-03-08
-99.12158,19.26757,2019-04-14
-99.09574,19.2504,2019-03-17
-99.18993,19.35636,2019-04-08
-99.20204,19.35975,2019-04-21
-99.20204,19.35975,2019-04-21
-99.19624,19.33766,2019-04-12
-99.17669,19.47414,2019-05-17
-99.0789,19.29472,2019-03-27
-99.05906,19.31756,2019-03-22
-99.07314,19.29531,2019-03-29
-99.12839,19.41891,2019-03-27
-99.12839,19.41891,2019-03-27
-99.10838,19.29533,2019-05-16
-99.09419,19.49447,2019-05-01
-99.06118,19.30507,2019-05-10
-99.06118,19.30507,2019-05-10
-99.17446,19.42877,2019-05-15
-99.1388,19.39418,2019-05-01
-99.01037,19.37557,2019-05-11
-99.13267,19.30715,2019-04-17
-99.18158,19.44617,2019-04-10
-99.18158,19.44617,2019-04-10
-99.18158,19.44617,2019-04-10
-99.16415,19.43023,2019-05-17
-99.18314,19.3847,2019-05-16
-99.18149,19.447,2019-04-27
-99.18149,19.447,2019-04-27
-99.18149,19.447,2019-04-27
-99.19857,19.49796,2019-05-16
-99.10839,19.29568,2019-05-17
-99.10839,19.29568,2019-05-17
-99.13044,19.41767,2019-05-17
-99.14372,19.4791,2019-05-17
-99.14372,19.4791,2019-05-17
-99.14372,19.4791,2019-05-17
-99.20717,19.50526,2019-05-17
-99.20717,19.50526,2019-05-17
-99.12754,19.39782,2019-05-17
-99.07841,19.47759,2019-05-17
-99.15155,19.48772,2019-05-17
-99.00619,19.36627,2019-05-17
-99.00619,19.36627,2019-05-17
-99.1402,19.43681,2019-05-17
-99.1402,19.43681,2019-05-17
-99.12231,19.47151,2019-05-17
-99.05871,19.292,2019-05-09
-99.1618,19.43021,2019-03-31
-99.06255,19.39488,2019-05-17
-99.06255,19.39488,2019-05-17
-99.11992,19.45185,2019-05-18
-99.07207,19.41215,2019-05-18
-99.17069,19.40588,2019-05-14
-99.11149,19.29449,2019-05-17
-99.16128,19.3858,2019-05-17
-99.02554,19.25346,2019-05-11
-99.04293,19.33469,2019-05-17
-99.21395,19.4517,2019-05-18
-99.19857,19.4981,2019-05-18
-99.13617,19.43354,2019-05-18
-99.15172,19.44978,2019-05-18
-99.00987,19.25977,2019-04-01
-99.00987,19.25977,2019-04-01
-99.05786,19.24923,2019-03-31
-99.19653,19.46131,2019-05-18
-99.05788,19.24922,2019-03-15
-99.17097,19.46987,2019-05-18
-99.12146,19.4559,2019-04-13
-99.11492,19.47164,2019-05-18
-99.18441,19.45813,2019-04-29
-99.18441,19.45813,2019-04-29
-99.15793,19.43691,2019-05-19
-99.24691,19.31805,2019-04-19
-99.24691,19.31805,2019-04-19
-99.16072,19.32267,2019-05-19
-99.11858,19.26843,2019-03-02
-99.11858,19.26843,2019-03-02
-99.28708,19.37567,2019-05-19
-99.15454,19.41768,2019-05-19
-99.15454,19.41768,2019-05-19
-99.1209,19.47075,2019-05-19
-99.18046,19.33598,2019-03-27
-99.18099,19.36905,2019-05-19
-98.99586,19.21283,2019-05-18
-99.1542,19.44371,2019-05-19
-99.20382,19.48263,2019-03-20
-99.20382,19.48263,2019-03-20
-99.20382,19.48263,2019-03-20
-99.01364,19.37673,2019-05-19
-99.12444,19.31777,2019-05-19
-99.03635,19.38681,2019-04-15
-99.19319,19.48153,2019-05-05
-99.12416,19.4856,2019-05-20
-99.14065,19.36773,2019-05-20
-99.14826,19.42537,2019-04-30
-99.13676,19.32802,2019-04-04
-99.15104,19.44599,2019-05-20
-99.17391,19.35585,2019-05-14
-99.05818,19.40141,2019-03-20
-99.11358,19.40382,2019-04-25
-99.15937,19.30369,2019-05-09
-99.09471,19.38445,2019-04-27
-99.06614,19.39622,2019-04-29
-99.06614,19.39622,2019-04-29
-99.10547,19.48221,2019-05-19
-99.14019,19.43403,2019-05-20
-99.21607,19.35299,2019-05-20
-99.18874,19.38234,2019-05-20
-99.13405,19.44168,2019-05-20
-99.02931,19.38727,2019-04-14
-99.13407,19.43104,2019-05-20
-99.12956,19.43126,2019-05-20
-99.13097,19.48604,2019-05-20
-99.02112,19.38376,2019-04-15
-99.02112,19.38376,2019-04-15
-99.09392,19.36021,2019-05-20
-99.14073,19.36762,2019-05-20
-99.14079,19.43415,2019-05-20
-99.05534,19.25394,2019-05-18
-99.1302,19.48696,2019-05-19
-99.07836,19.40905,2019-05-20
-99.18626,19.49333,2019-05-20
-99.18626,19.49333,2019-05-20
-99.18626,19.49333,2019-05-20
-99.08053,19.38454,2019-05-20
-99.13676,19.3311,2019-04-19
-99.14213,19.43361,2019-05-20
-99.19388,19.36569,2019-05-20
-99.07015,19.34552,2019-05-21
-99.07618,19.31885,2019-05-21
-99.07618,19.31885,2019-05-21
-99.16345,19.41673,2019-05-20
-99.16345,19.41673,2019-05-20
-99.16345,19.41673,2019-05-20
-99.0612,19.30507,2019-05-15
-99.11554,19.46905,2019-05-20
-99.131,19.39102,2019-04-24
-99.1711,19.41404,2019-05-21
-99.28781,19.36247,2019-05-21
-99.15278,19.42665,2019-05-19
-99.17959,19.43451,2019-05-11
-99.13714,19.45551,2019-05-11
-99.19868,19.38729,2019-04-06
-99.12002,19.44956,2019-05-12
-99.13277,19.44177,2019-04-26
-99.13277,19.44177,2019-04-26
-99.02394,19.35551,2019-05-11
-99.02394,19.35551,2019-05-11
-99.10621,19.50975,2019-05-12
-99.15945,19.44683,2019-05-12
-99.17549,19.43471,2019-05-12
-99.1511,19.44602,2019-05-08
-99.06427,19.47166,2019-05-12
-99.0766,19.31678,2019-05-12
-99.07667,19.49055,2019-05-12
-99.1661,19.45604,2018-11-28
-99.18703,19.37154,2019-04-02
-99.09028,19.4978,2019-03-13
-99.09365,19.44157,2019-05-13
-99.04204,19.34298,2019-05-13
-99.04204,19.34298,2019-05-13
-99.14657,19.4516,2019-05-13
-99.18734,19.41086,2019-05-13
-99.12403,19.3311,2019-05-13
-99.19124,19.34786,2019-05-13
-99.12572,19.3627,2019-05-13
-99.17321,19.4809,2019-03-01
-99.1531,19.44356,2019-05-13
-99.04662,19.32937,2019-05-10
-99.20227,19.43854,2019-05-10
-99.1863,19.36096,2019-05-13
-99.27338,19.36174,2019-05-11
-99.27338,19.36174,2019-05-11
-99.05833,19.33285,2019-05-01
-99.15799,19.40337,2019-05-13
-99.13994,19.43183,2019-05-13
-99.17572,19.44051,2019-04-07
-99.17372,19.41132,2019-05-12
-99.18945,19.36089,2019-05-13
-99.15445,19.40285,2019-05-13
-99.14072,19.52605,2019-05-13
-99.14072,19.52605,2019-05-13
-99.12625,19.48814,2019-05-09
-99.1619,19.42937,2019-05-13
-99.20505,19.4915,2019-05-13
-99.13634,19.41805,2019-04-23
-99.15549,19.31725,2019-05-13
-99.15549,19.31725,2019-05-13
-99.12175,19.47333,2019-05-13
-99.12175,19.47333,2019-05-13
-99.11561,19.47123,2019-05-13
-99.19914,19.47974,2019-05-03
-99.19914,19.47974,2019-05-03
-99.16043,19.43472,2019-05-13
-99.09573,19.48001,2019-05-13
-99.19304,19.48838,2019-05-06
-99.19304,19.48838,2019-05-06
-99.09927,19.21662,2019-05-13
-99.09927,19.21662,2019-05-13
-99.09927,19.21662,2019-05-13
-99.07198,19.31553,2019-05-13
-99.2026,19.45581,2019-04-03
-99.18314,19.44208,2018-11-17
-99.18073,19.45652,2018-12-02
-99.13011,19.40102,2019-05-14
-99.10085,19.33297,2019-05-14
-99.10085,19.33297,2019-05-14
-99.20434,19.48058,2019-05-10
-99.09852,19.43184,2019-03-18
-99.14033,19.47932,2019-05-13
-99.09409,19.43244,2019-04-19
-99.17118,19.44151,2019-02-27
-99.02065,19.34453,2019-05-02
-99.02065,19.34453,2019-05-02
-99.00545,19.3655,2019-05-14
-99.00967,19.26006,2019-05-14
-99.00967,19.26006,2019-05-14
-99.17102,19.45081,2019-05-12
-99.17102,19.45081,2019-05-12
-99.17102,19.45081,2019-05-12
-99.13209,19.49012,2019-05-14
-99.14378,19.42453,2019-04-21
-99.21771,19.45057,2019-05-14
-99.15755,19.36977,2019-05-14
-99.15755,19.36977,2019-05-14
-99.09694,19.33255,2019-05-10
-99.19186,19.30469,2019-05-14
-99.05909,19.31762,2019-05-03
-99.05909,19.31762,2019-05-03
-99.13471,19.43201,2019-05-14
-99.18446,19.44038,2019-03-30
-99.2021,19.43569,2019-05-14
-99.1436,19.19673,2019-05-14
-99.1219,19.39031,2019-05-14
-99.13406,19.43123,2019-05-14
-99.20402,19.50195,2019-05-14
-99.13617,19.43354,2019-05-14
-99.05685,19.37116,2019-03-20
-99.13264,19.40748,2019-05-14
-99.17998,19.41409,2019-05-07
-99.1078,19.34346,2019-05-14
-99.16551,19.28131,2019-04-30
-99.16551,19.28131,2019-04-30
-99.16459,19.27754,2019-04-21
-99.17719,19.46468,2019-04-22
-99.17719,19.46468,2019-04-22
-99.16521,19.26549,2019-04-16
-99.10731,19.3459,2019-05-14
-99.0956,19.39728,2019-05-14
-99.17219,19.27558,2019-05-02
-99.12178,19.47279,2019-05-15
-99.09364,19.42436,2019-05-14
-99.09016,19.44421,2019-05-03
-99.12814,19.47507,2019-05-15
-99.14037,19.45539,2019-05-14
-99.14037,19.45539,2019-05-14
-99.11304,19.42002,2019-05-15
-99.15297,19.44627,2019-05-12
-99.22304,19.37673,2019-05-14
-99.13523,19.41019,2019-04-13
-99.13523,19.41019,2019-04-13
-99.14056,19.41734,2019-04-05
-99.20883,19.27982,2019-05-15
-99.20883,19.27982,2019-05-15
-99.17969,19.48959,2019-05-15
-99.1821,19.29539,2019-05-14
-99.13068,19.41771,2019-05-15
-99.07621,19.31415,2019-05-15
-99.18945,19.36084,2019-05-15
-99.17018,19.36048,2019-05-06
-99.12491,19.29173,2019-05-15
-99.06304,19.34097,2019-05-15
-99.17794,19.36855,2019-04-04
-99.14978,19.44574,2019-05-15
-99.17895,19.37432,2019-04-15
-99.25504,19.37786,2019-05-15
-99.08905,19.47545,2019-05-15
-99.08905,19.47545,2019-05-15
-99.17191,19.3794,2019-03-16
-99.08925,19.41222,2019-04-21
-99.15424,19.36608,2019-05-15
-99.15424,19.36608,2019-05-15
-99.09082,19.38363,2019-05-15
-99.15234,19.45082,2019-05-15
-99.1965,19.37901,2019-05-05
-99.18267,19.41606,2019-04-01
-99.13717,19.43389,2019-05-08
-99.1319,19.45575,2019-04-17
-99.1245,19.454,2019-04-02
-99.08708,19.24735,2019-03-19
-99.08708,19.24735,2019-03-19
-99.08278,19.3829,2019-05-08
-99.08431,19.30452,2019-05-08
-99.08049,19.3845,2019-05-08
-99.14446,19.37149,2019-05-08
-99.14824,19.44266,2019-05-08
-99.14824,19.44266,2019-05-08
-99.14824,19.44266,2019-05-08
-99.13728,19.43362,2019-05-08
-99.17096,19.46984,2019-05-08
-99.00652,19.36462,2019-03-30
-99.23539,19.30516,2019-05-06
-99.12922,19.42342,2019-04-21
-99.01319,19.35345,2019-03-28
-99.03635,19.38681,2019-04-03
-99.03635,19.38681,2019-04-03
-99.17869,19.47024,2019-05-01
-99.23457,19.38318,2019-05-08
-99.18426,19.33755,2019-05-09
-99.06702,19.39898,2019-03-28
-99.06702,19.39898,2019-03-28
-99.06702,19.39898,2019-03-28
-99.10262,19.34216,2019-03-31
-99.00613,19.35598,2019-04-23
-99.16327,19.45381,2019-04-25
-99.21099,19.42037,2019-05-08
-99.14628,19.44993,2019-04-21
-99.14628,19.44993,2019-04-21
-99.15774,19.23525,2019-05-08
-99.11342,19.45943,2019-04-27
-99.14907,19.4392,2019-04-10
-99.14907,19.4392,2019-04-10
-99.06711,19.46512,2019-05-09
-99.06711,19.46512,2019-05-09
-99.15579,19.43976,2019-04-05
-99.11616,19.39838,2019-05-07
-99.13794,19.43743,2019-05-04
-99.13344,19.56054,2019-05-09
-99.13264,19.40842,2019-05-09
-99.10578,19.41803,2019-05-09
-99.18042,19.34603,2019-05-09
-99.18811,19.29616,2019-04-07
-99.17399,19.43652,2019-05-09
-99.09106,19.36699,2019-05-09
-99.0676,19.34705,2019-05-09
-99.06759,19.34706,2019-05-09
-99.14066,19.42687,2019-05-09
-99.14066,19.42687,2019-05-09
-99.20466,19.502,2019-05-09
-99.20466,19.502,2019-05-09
-99.13678,19.29928,2019-05-04
-99.05614,19.39744,2019-03-31
-99.05614,19.39744,2019-03-31
-99.17093,19.44315,2019-04-21
-99.17093,19.44315,2019-04-21
-99.16277,19.36774,2019-05-09
-99.13991,19.4398,2019-05-09
-99.19565,19.3382,2019-04-11
-99.14888,19.43998,2019-04-19
-99.14154,19.45566,2019-05-10
-99.15328,19.44811,2019-04-13
-99.15328,19.44811,2019-04-13
-99.14719,19.44529,2019-04-08
-99.14908,19.43918,2019-04-06
-99.16444,19.44309,2019-04-22
-99.28635,19.37043,2019-05-09
-99.28635,19.37043,2019-05-09
-99.14112,19.38036,2019-05-07
-99.18145,19.3672,2019-04-03
-99.18488,19.40153,2019-04-25
-99.01982,19.34618,2019-05-10
-99.17857,19.37322,2019-05-10
-99.08059,19.31203,2019-05-10
-99.13052,19.50494,2019-05-10
-99.1772,19.45398,2018-12-01
-99.21995,19.44903,2019-05-10
-99.18124,19.34711,2019-05-10
-99.20745,19.40314,2019-04-18
-99.06754,19.39679,2019-04-10
-99.06754,19.39679,2019-04-04
-99.18492,19.35589,2019-02-08
-99.18492,19.35589,2019-02-08
-99.17556,19.3896,2019-05-09
-99.17046,19.43558,2019-04-01
-99.04418,19.34121,2019-05-11
-99.10265,19.34233,2019-05-11
-99.17903,19.37326,2019-05-11
-99.06989,19.30514,2019-01-02
-99.19755,19.45564,2019-05-11
-99.11296,19.34991,2019-03-04
-99.11296,19.34991,2019-03-04
-99.07486,19.41702,2019-05-11
-99.28458,19.37342,2019-04-26
-99.28458,19.37342,2019-04-26
-99.11346,19.40398,2019-05-12
-99.11346,19.40398,2019-05-12
-99.0751,19.40345,2019-04-14
-99.08596,19.44237,2019-05-12
-99.14751,19.43303,2019-05-11
-99.17073,19.36947,2019-05-12
-99.16112,19.38602,2019-05-12
-99.07553,19.31403,2019-04-25
-99.01293,19.25093,2019-04-25
-99.25478,19.3777,2019-04-25
-99.18648,19.35191,2019-04-23
-99.15184,19.48767,2019-04-25
-99.0316,19.33917,2019-04-25
-99.12318,19.39408,2019-04-18
-99.23576,19.35425,2019-03-30
-99.23576,19.35425,2019-03-30
-99.09608,19.47846,2019-04-25
-99.12304,19.30316,2019-04-10
-99.08065,19.31214,2019-04-25
-99.13456,19.39324,2019-04-25
-99.13456,19.39324,2019-04-25
-99.18433,19.4984,2019-04-25
-99.18433,19.4984,2019-04-25
-99.03027,19.34434,2019-03-29
-99.15575,19.45232,2019-04-26
-99.15575,19.45232,2019-04-26
-99.12752,19.45863,2019-04-24
-99.12752,19.45863,2019-04-24
-99.12562,19.2915,2019-04-26
-99.23585,19.39367,2019-04-24
-99.13731,19.4128,2019-04-26
-99.13731,19.4128,2019-04-26
-99.0593,19.38011,2019-04-26
-99.0593,19.38011,2019-04-26
-99.23843,19.33758,2019-04-14
-99.23843,19.33758,2019-04-14
-99.18291,19.36457,2019-04-17
-99.20226,19.43854,2019-04-22
-99.11031,19.43926,2019-04-03
-99.11031,19.43926,2019-04-03
-99.0943,19.47738,2019-04-21
-99.09561,19.38773,2019-04-06
-99.09561,19.38773,2019-04-06
-99.08654,19.4965,2019-03-06
-99.07197,19.49089,2019-03-01
-99.1471,19.35071,2019-04-25
-99.12203,19.47187,2019-04-26
-99.21331,19.42686,2019-04-11
-99.07214,19.35303,2019-04-25
-99.07214,19.35303,2019-04-25
-99.07214,19.35303,2019-04-25
,,2019-02-22
,,2019-02-22
-99.14218,19.3944,2019-03-29
-99.05622,19.25319,2019-04-25
-99.11979,19.42545,2019-04-26
-99.11979,19.42545,2019-04-26
-99.19181,19.47366,2019-04-26
-99.05278,19.33761,2019-04-16
-99.17255,19.41049,2019-04-26
-99.09565,19.47969,2019-04-26
-99.13618,19.34092,2019-04-26
-99.09509,19.45788,2019-03-01
-99.16732,19.36659,2019-04-26
-99.17885,19.43055,2019-03-26
-99.16159,19.43488,2019-03-30
-99.17264,19.39303,2019-04-26
-99.0638,19.35268,2019-03-25
-99.10308,19.46072,2019-02-07
-99.14891,19.4325,2019-03-26
-99.14891,19.4325,2019-03-26
-99.23293,19.38216,2019-03-31
-99.16959,19.30004,2019-04-27
-99.18337,19.44999,2019-04-26
-99.09422,19.41978,2019-04-27
-99.19135,19.43715,2019-03-13
-99.19135,19.43715,2019-03-13
-99.12804,19.23753,2019-03-03
-99.11301,19.42003,2019-04-27
-99.06593,19.3962,2019-04-27
-99.11933,19.46801,2019-04-27
-99.09699,19.33226,2019-04-23
-99.09699,19.33226,2019-04-23
-99.13006,19.41763,2019-04-27
-99.15471,19.32489,2019-04-27
-99.17461,19.42072,2019-04-27
-99.09696,19.48071,2019-04-27
-99.13815,19.39196,2019-04-27
-99.17752,19.38889,2019-04-27
-99.1944,19.47562,2019-04-27
-99.15336,19.43328,2019-03-25
-99.098,19.44231,2019-04-28
-99.15094,19.39812,2019-04-27
-99.20737,19.43011,2019-02-11
-99.1789,19.44453,2018-10-05
-99.04285,19.33264,2019-04-28
-99.17726,19.43957,2018-10-23
-99.20411,19.45881,2019-03-28
-99.14177,19.36958,2019-03-26
-99.1366,19.43228,2019-04-28
-99.12544,19.46542,2019-01-18
-99.14761,19.38264,2019-03-25
-99.16762,19.40621,2019-04-28
-99.09692,19.39219,2019-04-28
-99.13342,19.42964,2019-04-28
-99.17904,19.34644,2019-04-28
-99.20798,19.50627,2019-04-28
-99.16507,19.47161,2019-04-28
-99.20506,19.33926,2019-04-28
-99.15552,19.40601,2019-04-23
-99.18963,19.30269,2019-04-28
-99.18227,19.43776,2018-10-08
-99.10391,19.35587,2019-04-28
-99.18728,19.34751,2019-04-28
-99.19254,19.44249,2019-04-28
-99.19254,19.44249,2019-04-28
-99.0872,19.3684,2019-04-29
-99.18266,19.40711,2019-04-01
-99.18266,19.40711,2019-04-01
-99.19373,19.43816,2019-04-17
-99.1816,19.44613,2019-03-31
-99.1816,19.44613,2019-03-31
-99.03632,19.28902,2019-03-07
-99.03632,19.28902,2019-03-07
-99.1475,19.38353,2019-04-29
-99.16454,19.40095,2019-04-29
-99.1703,19.42095,2019-04-27
-99.15441,19.42804,2019-04-28
-99.16538,19.31281,2019-04-29
-99.08578,19.49626,2019-03-04
-99.16456,19.44507,2019-04-29
-99.12469,19.30404,2019-04-28
-99.16684,19.36605,2019-04-07
-99.07383,19.49186,2019-02-20
-99.13654,19.4258,2019-04-29
-99.08268,19.41018,2019-04-07
-99.09726,19.41762,2019-04-11
-99.14119,19.43231,2019-04-29
-99.16647,19.31619,2019-04-24
-99.04911,19.34939,2019-04-29
-99.25978,19.35651,2019-04-26
-99.16119,19.42838,2019-04-29
-99.12614,19.31628,2019-04-18
-99.16463,19.30181,2019-04-29
-99.11021,19.36104,2019-04-28
-99.12191,19.47225,2019-04-29
-99.16475,19.30733,2019-04-28
-99.13678,19.29928,2019-04-29
-99.12171,19.47244,2019-04-29
-99.21799,19.28431,2019-04-29
-99.18404,19.39174,2019-04-29
-99.15424,19.40267,2019-04-29
-99.15498,19.29561,2019-04-06
-99.14073,19.33102,2019-04-25
-99.12458,19.41715,2019-04-30
-99.03073,19.34427,2019-04-30
-99.17587,19.28456,2019-04-30
-99.24838,19.31727,2019-04-30
-99.09939,19.43101,2019-04-11
-99.21412,19.3252,2019-04-09
-99.15329,19.42763,2019-03-26
-99.16847,19.43601,2019-04-26
-99.16847,19.43601,2019-04-26
-99.18145,19.3672,2019-04-03
-99.12221,19.42232,2019-04-16
-99.12194,19.47207,2019-05-10
-99.14188,19.4325,2019-05-10
-99.13903,19.34054,2019-05-10
-99.19332,19.48154,2019-05-10
-99.21995,19.44903,2019-05-10
-99.0581,19.40212,2019-01-29
-99.12003,19.45157,2019-02-21
-99.13983,19.44223,2019-02-18
-99.14698,19.28469,2018-07-31
-99.14014,19.3868,2019-02-21
-99.2018,19.43329,2019-02-21
-99.15069,19.43325,2019-01-22
-99.14894,19.31098,2019-02-21
-99.16886,19.27989,2018-12-30
-99.0595,19.404,2019-02-21
-99.16926,19.40589,2019-02-22
-99.13114,19.39085,2019-01-15
-99.08976,19.39359,2019-01-22
-99.09689,19.39672,2019-01-01
-99.09379,19.37921,2019-02-22
-99.18559,19.44868,2019-01-28
-99.19023,19.4465,2019-02-04
-99.10164,19.25982,2019-02-22
-99.19948,19.48723,2019-01-10
-99.24104,19.31442,2019-02-22
-99.09291,19.37923,2019-02-10
-99.13272,19.30726,2019-01-28
-99.07981,19.4405,2019-02-21
-99.07981,19.4405,2019-02-21
-99.08696,19.37362,2019-02-21
-99.08696,19.37362,2019-02-21
-99.15182,19.48791,2019-02-22
-99.13154,19.40845,2019-02-19
-99.01582,19.37321,2019-02-22
-99.01582,19.37321,2019-02-22
-99.2192,19.45185,2019-02-22
-99.17293,19.42034,2019-02-22
-99.07098,19.39977,2019-02-22
-99.05851,19.46465,2019-02-21
-99.10447,19.35583,2019-02-22
-99.13717,19.43391,2019-02-22
-99.07001,19.31113,2019-02-13
-99.07999,19.41116,2019-02-22
-99.05139,19.33001,2019-02-21
,,2018-12-09
,,2018-12-09
-99.0676,19.347,2019-02-22
-99.1826,19.48379,2019-02-22
-99.14286,19.42903,2019-02-22
-99.15424,19.40267,2019-02-22
-99.19092,19.49235,2019-01-27
-99.17875,19.38441,2019-02-22
-99.06029,19.38601,2019-02-22
-99.22802,19.39578,2018-12-30
-99.29645,19.34742,2019-01-05
-99.18278,19.40712,2019-02-06
-99.18278,19.40712,2019-02-06
-99.24689,19.33115,2019-02-23
-99.0851,19.44276,2019-02-15
-99.0851,19.44276,2019-02-15
-99.12245,19.38621,2019-01-14
-99.15019,19.48539,2019-01-04
-99.18824,19.40138,2019-01-28
-99.20409,19.48106,2019-01-29
-99.15584,19.44031,2019-02-23
-99.14883,19.40008,2019-02-23
-99.15784,19.43449,2019-02-21
-99.15682,19.46412,2019-02-23
-99.26023,19.38939,2019-01-14
-99.18386,19.44584,2019-02-23
-99.13822,19.29868,2019-02-23
-99.0105,19.35364,2019-02-23
-99.18458,19.40675,2019-01-26
-99.08282,19.38196,2019-02-23
